user_id,user_segment,veg_preference,avg_order_value,order_frequency,preferred_cuisine,city
8786,regular,veg,277.9879453938032,low,Beverages,Bangalore
8787,regular,veg,301.312888568862,medium,Beverages,Mumbai
8788,regular,veg,363.1041657355222,medium,Beverages,Delhi
8789,budget,non_veg,346.29739801594934,low,Pizza,Hyderabad
8790,regular,veg,424.7995830517499,low,Chinese,Chennai
8791,budget,non_veg,244.00946780699985,medium,North Indian,Mumbai
8792,premium,non_veg,999.1293101051049,medium,Italian,Mumbai
8793,budget,veg,237.48581318271832,low,South Indian,Pune
8794,premium,veg,445.1028278401991,high,South Indian,Chennai
8795,premium,veg,964.5317507590229,high,Chinese,Mumbai
8796,regular,non_veg,335.43312451969155,high,Beverages,Chennai
8797,budget,non_veg,286.84880667341184,medium,South Indian,Chennai
8798,budget,veg,192.14358931030273,low,Chinese,Delhi
8799,budget,veg,275.559007978214,low,Beverages,Delhi
8800,budget,non_veg,269.3299016134972,low,Biryani,Bangalore
8801,budget,non_veg,279.7241899979864,low,Chinese,Chennai
8802,budget,veg,241.47926498873818,low,Beverages,Hyderabad
8803,regular,veg,482.89336315544114,high,Desserts,Kolkata
8804,budget,non_veg,288.5299422082502,high,North Indian,Mumbai
8805,budget,non_veg,340.5840336948485,low,Fast Food,Pune
8806,budget,non_veg,372.23179075820786,low,Chinese,Kolkata
8807,premium,non_veg,673.0369819987466,high,Italian,Kolkata
8808,regular,veg,572.5916834472428,medium,Biryani,Chennai
8809,budget,non_veg,303.7486370849681,medium,Chinese,Pune
8810,premium,non_veg,594.3303444714045,high,South Indian,Hyderabad
8811,regular,non_veg,488.4647162765558,high,Biryani,Delhi
8812,premium,non_veg,889.410821620616,high,Pizza,Bangalore
8813,budget,non_veg,271.239118739215,medium,Biryani,Mumbai
8814,budget,non_veg,186.78259004985148,high,Fast Food,Mumbai
8815,regular,veg,558.0855249860043,low,Fast Food,Kolkata
8816,premium,non_veg,821.957095959431,low,Fast Food,Kolkata
8817,budget,non_veg,225.61321299045355,high,Desserts,Mumbai
8818,budget,veg,299.68972503556904,medium,Fast Food,Delhi
8819,regular,non_veg,397.7236561257723,high,North Indian,Delhi
8820,regular,non_veg,533.6907961057733,high,North Indian,Chennai
8821,budget,veg,303.72400661105513,medium,Biryani,Chennai
8822,budget,non_veg,301.28259266553016,high,Chinese,Mumbai
8823,premium,veg,818.6490512942705,high,Chinese,Kolkata
8824,budget,non_veg,292.91923487172585,low,Chinese,Kolkata
8825,budget,non_veg,189.06934180066315,high,South Indian,Hyderabad
8826,budget,non_veg,164.3933418276029,low,Chinese,Pune
8827,regular,non_veg,350.3794834076532,low,Pizza,Mumbai
8828,budget,non_veg,218.65951691654587,low,South Indian,Delhi
8829,regular,veg,509.8890010445865,low,Chinese,Delhi
8830,budget,non_veg,348.9073102003302,low,Continental,Delhi
8831,regular,veg,249.58422084829417,medium,Desserts,Bangalore
8832,budget,non_veg,203.95654532174996,medium,Biryani,Mumbai
8833,regular,non_veg,560.3202599867005,medium,Beverages,Kolkata
8834,budget,non_veg,322.7641138112182,low,South Indian,Chennai
8835,budget,non_veg,287.0053150703519,medium,North Indian,Pune
8836,regular,non_veg,346.9379273855019,low,South Indian,Bangalore
8837,budget,non_veg,212.13825885902867,low,Fast Food,Chennai
8838,regular,veg,508.82971276598016,low,Continental,Chennai
8839,budget,veg,242.55982250968785,medium,Biryani,Delhi
8840,regular,veg,471.22647120050254,medium,North Indian,Delhi
8841,premium,non_veg,562.5379378003222,medium,Chinese,Delhi
8842,budget,non_veg,232.33680128083398,medium,Biryani,Pune
8843,regular,veg,546.0114354232627,medium,Chinese,Pune
8844,regular,non_veg,566.2975684360597,medium,Desserts,Bangalore
8845,premium,veg,650.2103693434119,high,North Indian,Kolkata
8846,regular,non_veg,367.32230056342496,medium,Continental,Kolkata
8847,budget,non_veg,194.54107844367465,low,North Indian,Kolkata
8848,regular,non_veg,514.5595983083851,medium,North Indian,Delhi
8849,budget,veg,176.85900755113656,low,Beverages,Hyderabad
8850,budget,non_veg,274.0841966394867,medium,Biryani,Hyderabad
8851,regular,non_veg,460.4397467725457,low,South Indian,Hyderabad
8852,regular,non_veg,555.9920748328644,high,Italian,Pune
8853,budget,non_veg,247.53802400796846,medium,Italian,Kolkata
8854,regular,non_veg,484.9726764148568,medium,Italian,Chennai
8855,regular,non_veg,342.54487502495897,medium,Beverages,Chennai
8856,budget,non_veg,272.6012715733699,medium,Beverages,Mumbai
8857,budget,non_veg,248.41295526618177,medium,Chinese,Delhi
8858,regular,non_veg,490.35972265206004,medium,South Indian,Bangalore
8859,budget,non_veg,248.10789561663324,medium,Pizza,Mumbai
8860,budget,non_veg,328.62090441324204,medium,Pizza,Bangalore
8861,budget,veg,268.7752680359902,medium,Italian,Mumbai
8862,budget,non_veg,306.7669055921816,low,Continental,Bangalore
8863,regular,non_veg,448.1103468605939,high,Biryani,Kolkata
8864,budget,non_veg,254.54191666024553,low,South Indian,Chennai
8865,budget,non_veg,253.6589357252409,high,Beverages,Mumbai
8866,premium,non_veg,1015.168853977752,high,Fast Food,Pune
8867,budget,non_veg,303.68921953111965,medium,Biryani,Hyderabad
8868,budget,veg,271.23250012293204,medium,Fast Food,Mumbai
8869,budget,non_veg,247.99784263575413,medium,Desserts,Mumbai
8870,budget,non_veg,219.555175555132,high,Italian,Delhi
8871,budget,non_veg,138.2010391508863,low,Italian,Bangalore
8872,premium,veg,824.6913424577425,low,Chinese,Bangalore
8873,budget,non_veg,171.24030937343403,low,Fast Food,Pune
8874,regular,non_veg,478.12189856959463,medium,Fast Food,Mumbai
8875,regular,veg,464.2884111466255,medium,Chinese,Hyderabad
8876,budget,non_veg,214.27498608480994,medium,Chinese,Kolkata
8877,budget,non_veg,254.89079316334303,low,Fast Food,Mumbai
8878,premium,non_veg,533.2233029895149,high,Beverages,Mumbai
8879,premium,non_veg,856.01039751711,medium,Italian,Kolkata
8880,regular,non_veg,300.29928932715166,low,Pizza,Delhi
8881,premium,non_veg,982.6728568682825,high,North Indian,Hyderabad
8882,budget,non_veg,257.2925408808057,medium,Continental,Delhi
8883,budget,veg,300.47869949843795,low,North Indian,Delhi
8884,budget,veg,288.0035710872232,low,Continental,Pune
8885,regular,veg,443.3053992366801,medium,Desserts,Chennai
8886,budget,non_veg,240.64941287406702,low,North Indian,Hyderabad
8887,budget,non_veg,290.3405897109764,medium,Pizza,Chennai
8888,premium,non_veg,616.6361331364465,high,Desserts,Pune
8889,budget,non_veg,236.49217918773127,medium,South Indian,Pune
8890,budget,non_veg,264.950651892911,medium,Continental,Delhi
8891,budget,non_veg,232.39726081453463,high,Chinese,Pune
8892,premium,non_veg,895.0598764961803,high,Chinese,Chennai
8893,regular,non_veg,505.9476836804361,medium,Biryani,Bangalore
8894,budget,non_veg,236.64121532152177,medium,Desserts,Chennai
8895,budget,non_veg,275.1360930301505,low,North Indian,Pune
8896,regular,non_veg,295.52589347787693,high,Beverages,Hyderabad
8897,budget,non_veg,273.6927969913399,medium,South Indian,Bangalore
8898,budget,non_veg,167.846728654266,medium,North Indian,Delhi
8899,regular,non_veg,290.9320489175535,high,North Indian,Delhi
8900,regular,non_veg,439.2387114588498,low,Continental,Kolkata
8901,budget,non_veg,248.95494670664618,high,Desserts,Hyderabad
8902,budget,veg,289.3682305901818,low,North Indian,Hyderabad
8903,budget,non_veg,256.4734701647971,high,South Indian,Hyderabad
8904,regular,non_veg,651.5494552273324,low,South Indian,Delhi
8905,premium,non_veg,746.6994439875223,high,Italian,Delhi
8906,budget,veg,268.3983776621962,low,North Indian,Pune
8907,budget,veg,199.86348337898366,low,Fast Food,Delhi
8908,regular,non_veg,376.3625665633206,medium,Beverages,Pune
8909,regular,veg,696.700400860052,high,North Indian,Chennai
8910,premium,non_veg,662.886097596781,medium,Pizza,Bangalore
8911,premium,non_veg,766.5995134297829,high,Fast Food,Hyderabad
8912,budget,veg,216.33539204670677,low,South Indian,Delhi
8913,regular,veg,451.613364883579,medium,Beverages,Bangalore
8914,regular,veg,497.6973169252579,medium,South Indian,Bangalore
8915,regular,non_veg,404.2415980613122,medium,North Indian,Delhi
8916,regular,non_veg,450.1511735806682,medium,North Indian,Delhi
8917,regular,veg,408.54217656990886,low,Desserts,Kolkata
8918,premium,non_veg,839.5740165804497,high,Biryani,Bangalore
8919,budget,veg,293.38630957468854,medium,North Indian,Bangalore
8920,budget,non_veg,253.8710448716025,low,Fast Food,Chennai
8921,regular,veg,331.94636100914033,low,Pizza,Bangalore
8922,premium,veg,631.4053852065524,high,Fast Food,Chennai
8923,budget,veg,279.93557200075344,medium,Chinese,Kolkata
8924,premium,non_veg,1017.7603968153514,high,North Indian,Bangalore
8925,budget,non_veg,258.68491991252597,low,Desserts,Kolkata
8926,regular,non_veg,644.9796482546108,low,Pizza,Mumbai
8927,regular,non_veg,362.0236833799385,low,North Indian,Pune
8928,premium,veg,714.8844140420612,high,South Indian,Bangalore
8929,budget,non_veg,252.2036462082487,medium,Pizza,Mumbai
8930,regular,veg,460.6023043866563,low,Biryani,Hyderabad
8931,regular,veg,521.3288689659153,low,Fast Food,Mumbai
8932,budget,non_veg,263.71863265148676,medium,Continental,Mumbai
8933,regular,non_veg,551.403011564409,medium,Biryani,Pune
8934,premium,non_veg,777.8681850440007,high,Italian,Pune
8935,regular,non_veg,360.7543700000988,medium,South Indian,Delhi
8936,budget,veg,257.40873505879,medium,North Indian,Chennai
8937,premium,non_veg,617.7784063501539,medium,Fast Food,Mumbai
8938,regular,veg,426.3890155653828,medium,North Indian,Mumbai
8939,regular,veg,440.22061900083116,low,Beverages,Chennai
8940,premium,non_veg,599.1309643516653,low,Italian,Kolkata
8941,regular,non_veg,252.7828601865826,medium,Beverages,Bangalore
8942,budget,veg,228.80083345551347,medium,South Indian,Hyderabad
8943,regular,non_veg,277.5516181319916,high,Desserts,Bangalore
8944,regular,veg,540.5459807699127,high,Pizza,Hyderabad
8945,premium,non_veg,828.9261233360653,high,Continental,Kolkata
8946,budget,non_veg,269.4844091117267,low,Pizza,Delhi
8947,premium,veg,760.2167640509024,medium,Desserts,Chennai
8948,premium,veg,567.3297647939542,high,South Indian,Bangalore
8949,premium,veg,988.559387874465,high,Biryani,Pune
8950,regular,non_veg,496.3809512876498,medium,Italian,Hyderabad
8951,premium,non_veg,918.5141345978279,medium,Pizza,Pune
8952,premium,non_veg,885.3041433127938,high,Desserts,Chennai
8953,budget,veg,263.8740266172022,low,South Indian,Hyderabad
8954,budget,veg,279.76903165981565,medium,Chinese,Bangalore
8955,regular,non_veg,318.72195041534883,high,Pizza,Bangalore
8956,regular,non_veg,568.1909861322644,low,Pizza,Bangalore
8957,regular,non_veg,340.67100344932464,medium,North Indian,Hyderabad
8958,regular,non_veg,514.1849485552315,medium,Biryani,Bangalore
8959,premium,veg,509.4716513352895,low,Chinese,Kolkata
8960,premium,non_veg,974.0854356725897,medium,Chinese,Bangalore
8961,premium,non_veg,806.3024905002928,high,Italian,Pune
8962,budget,non_veg,226.8207263184368,low,Italian,Chennai
8963,budget,veg,197.63919218637005,medium,Pizza,Chennai
8964,budget,veg,266.668845642632,low,Pizza,Mumbai
8965,budget,non_veg,280.7616013843955,low,Continental,Chennai
8966,budget,non_veg,220.16626242406016,low,Continental,Chennai
8967,regular,veg,534.3476395516087,medium,South Indian,Chennai
8968,regular,veg,275.7450324747921,low,Fast Food,Bangalore
8969,regular,non_veg,465.2034498837573,medium,Chinese,Kolkata
8970,regular,veg,445.6998992173295,medium,Chinese,Delhi
8971,regular,non_veg,583.8502927479472,medium,Chinese,Mumbai
8972,premium,veg,832.4609277219228,high,South Indian,Kolkata
8973,premium,non_veg,855.5531185889038,medium,Desserts,Bangalore
8974,premium,veg,787.9576647964087,high,Italian,Bangalore
8975,regular,veg,535.7603992780051,medium,Italian,Kolkata
8976,regular,non_veg,512.9959065730504,medium,South Indian,Kolkata
8977,regular,non_veg,552.7938020178478,medium,Biryani,Kolkata
8978,budget,non_veg,247.8191389294634,low,Pizza,Pune
8979,budget,non_veg,235.78697238734344,low,Chinese,Mumbai
8980,regular,veg,330.47857772496116,low,South Indian,Kolkata
8981,regular,veg,587.7117433508258,high,Biryani,Chennai
8982,budget,veg,247.76772293340937,low,Beverages,Bangalore
8983,budget,non_veg,274.7537589415434,high,Chinese,Chennai
8984,budget,non_veg,252.1115718628614,medium,South Indian,Pune
8985,budget,non_veg,213.8656864389171,low,Desserts,Bangalore
8986,regular,non_veg,484.7897929066249,high,Biryani,Kolkata
8987,regular,non_veg,477.78694659933115,medium,Desserts,Pune
8988,budget,non_veg,245.9409376956973,low,Continental,Bangalore
8989,premium,veg,400.1580607392419,high,Continental,Pune
8990,regular,non_veg,383.2464775592303,medium,Fast Food,Delhi
8991,budget,non_veg,248.1926009147243,low,North Indian,Delhi
8992,budget,veg,250.08719315387347,medium,Fast Food,Pune
8993,regular,non_veg,542.3522599201951,medium,Continental,Hyderabad
8994,budget,veg,321.2382195986452,medium,South Indian,Mumbai
8995,budget,non_veg,264.1257422791246,high,North Indian,Pune
8996,regular,non_veg,514.1136606569846,medium,South Indian,Hyderabad
8997,regular,non_veg,534.6462682231682,medium,Desserts,Chennai
8998,regular,veg,275.105045661626,medium,Fast Food,Kolkata
8999,budget,non_veg,225.47140095711097,low,Chinese,Chennai
9000,regular,veg,516.8858193592145,medium,Continental,Kolkata
9001,budget,non_veg,297.5088211327784,high,Beverages,Hyderabad
9002,budget,non_veg,313.9378063434107,medium,Biryani,Kolkata
9003,budget,non_veg,303.5434450112201,medium,North Indian,Delhi
9004,regular,non_veg,561.4301213922793,low,Biryani,Hyderabad
9005,premium,veg,731.8257787588938,medium,Pizza,Chennai
9006,budget,veg,216.08699244914808,medium,Biryani,Pune
9007,budget,non_veg,340.15973691208086,medium,North Indian,Hyderabad
9008,budget,non_veg,192.1355836221276,low,Continental,Chennai
9009,budget,non_veg,341.46264165087865,low,Pizza,Kolkata
9010,premium,non_veg,949.0230919271166,high,Desserts,Kolkata
9011,budget,non_veg,290.73117524743685,medium,Chinese,Delhi
9012,regular,veg,485.5974387725798,medium,North Indian,Pune
9013,premium,non_veg,610.6318013209805,high,Desserts,Kolkata
9014,budget,non_veg,173.97969788830449,high,Pizza,Delhi
9015,budget,non_veg,292.38236211272385,low,Chinese,Chennai
9016,budget,non_veg,234.50690452617368,low,South Indian,Chennai
9017,regular,non_veg,334.3363808058699,high,Fast Food,Hyderabad
9018,regular,non_veg,488.80949927216056,medium,Beverages,Pune
9019,regular,non_veg,312.9617790771648,medium,Continental,Hyderabad
9020,regular,non_veg,489.5950052568907,low,South Indian,Chennai
9021,budget,non_veg,154.97485859365113,low,South Indian,Chennai
9022,regular,non_veg,306.07608515236024,medium,Beverages,Delhi
9023,premium,non_veg,711.883579744868,high,Biryani,Pune
9024,budget,non_veg,359.66574784439877,medium,Beverages,Mumbai
9025,regular,veg,231.49511504812014,medium,Fast Food,Kolkata
9026,budget,non_veg,145.59165795522927,low,Chinese,Pune
9027,regular,non_veg,304.1936488217492,medium,North Indian,Hyderabad
9028,regular,non_veg,451.3038795664283,medium,North Indian,Chennai
9029,budget,veg,213.0789586811609,medium,Chinese,Pune
9030,regular,non_veg,399.5173460204233,medium,Italian,Chennai
9031,regular,non_veg,415.4895649838115,high,Beverages,Pune
9032,regular,veg,587.3720962284133,low,North Indian,Delhi
9033,regular,non_veg,239.60315519351744,medium,Chinese,Mumbai
9034,budget,veg,325.1662048630525,medium,Fast Food,Bangalore
9035,budget,veg,255.437525692461,low,Chinese,Pune
9036,budget,veg,228.2230402932993,low,Continental,Pune
9037,regular,non_veg,405.425737697503,medium,Continental,Kolkata
9038,regular,non_veg,485.45728517294395,medium,Fast Food,Pune
9039,premium,non_veg,744.7594909726062,high,Chinese,Hyderabad
9040,regular,non_veg,292.9532927948918,medium,Beverages,Chennai
9041,premium,non_veg,621.3327268168739,medium,Beverages,Mumbai
9042,premium,non_veg,823.8499214737637,low,Continental,Hyderabad
9043,premium,non_veg,932.1538122211197,high,Desserts,Chennai
9044,budget,non_veg,235.75748359869772,low,Continental,Chennai
9045,premium,non_veg,800.3866007779711,high,Continental,Bangalore
9046,budget,non_veg,223.40224703704678,medium,North Indian,Hyderabad
9047,regular,non_veg,408.3459562862965,medium,Italian,Hyderabad
9048,premium,non_veg,539.2004826563348,high,Biryani,Delhi
9049,regular,non_veg,382.6514232870105,medium,Beverages,Mumbai
9050,regular,non_veg,538.1249102694485,high,Italian,Bangalore
9051,regular,veg,574.4739023886394,high,Continental,Chennai
9052,budget,veg,266.16993263960353,high,Biryani,Kolkata
9053,premium,non_veg,755.4154657043563,low,North Indian,Kolkata
9054,budget,non_veg,297.87646503562144,low,North Indian,Delhi
9055,regular,non_veg,627.7794163030617,medium,Pizza,Pune
9056,premium,non_veg,884.0778297425109,high,Chinese,Mumbai
9057,premium,non_veg,1003.3501962890284,high,Beverages,Mumbai
9058,premium,veg,799.235026086791,high,Beverages,Hyderabad
9059,budget,non_veg,322.7591453844527,low,Chinese,Bangalore
9060,premium,non_veg,839.2966299666988,low,North Indian,Chennai
9061,premium,non_veg,873.4191257307353,low,Italian,Hyderabad
9062,regular,non_veg,338.91454730450664,medium,Fast Food,Bangalore
9063,budget,non_veg,234.5456303878003,low,South Indian,Pune
9064,budget,non_veg,218.5853792276063,medium,North Indian,Bangalore
9065,budget,non_veg,140.54421651343995,low,Italian,Bangalore
9066,regular,non_veg,504.785084494492,high,Biryani,Hyderabad
9067,regular,non_veg,296.97049423874387,low,Desserts,Delhi
9068,budget,non_veg,210.88932263432292,low,Italian,Hyderabad
9069,premium,non_veg,689.5629072045792,medium,Continental,Chennai
9070,budget,non_veg,194.51872823785104,medium,Chinese,Chennai
9071,budget,non_veg,221.32855456417684,medium,Continental,Hyderabad
9072,budget,non_veg,272.4802110559051,medium,Chinese,Kolkata
9073,premium,non_veg,887.3298386817228,high,Italian,Pune
9074,budget,non_veg,221.82529389276306,low,Desserts,Hyderabad
9075,budget,non_veg,294.72369185024684,low,Biryani,Pune
9076,premium,veg,868.5567737486465,medium,Fast Food,Bangalore
9077,premium,veg,819.201314312628,high,Desserts,Pune
9078,premium,non_veg,855.2232410612067,high,South Indian,Pune
9079,premium,non_veg,815.0310936043659,high,Pizza,Hyderabad
9080,regular,non_veg,348.3424752681972,medium,Pizza,Chennai
9081,budget,non_veg,233.03740187203582,medium,Continental,Bangalore
9082,budget,non_veg,288.57644217740244,high,South Indian,Kolkata
9083,budget,non_veg,199.45457239284892,low,South Indian,Mumbai
9084,budget,veg,283.1328121645353,high,Chinese,Bangalore
9085,budget,veg,296.84738586046245,medium,Chinese,Mumbai
9086,budget,non_veg,170.03280012919308,medium,Fast Food,Kolkata
9087,regular,non_veg,568.0328275837862,low,Desserts,Delhi
9088,budget,non_veg,300.2536023297824,medium,South Indian,Hyderabad
9089,regular,veg,576.946237881177,medium,Beverages,Mumbai
9090,regular,non_veg,377.9438466963128,low,Pizza,Chennai
9091,regular,veg,441.6114142764107,low,North Indian,Hyderabad
9092,premium,non_veg,930.9102801041192,high,North Indian,Mumbai
9093,regular,non_veg,260.60975720059895,medium,Biryani,Kolkata
9094,budget,veg,304.0759877806667,medium,Biryani,Mumbai
9095,budget,non_veg,214.65395046736123,low,Beverages,Pune
9096,budget,non_veg,265.09717568800545,low,Beverages,Kolkata
9097,budget,veg,253.5303955305491,low,Continental,Kolkata
9098,regular,non_veg,390.2550963665595,low,Pizza,Pune
9099,premium,non_veg,661.5481350296885,high,South Indian,Kolkata
9100,regular,non_veg,456.6339709069438,medium,North Indian,Mumbai
9101,regular,non_veg,656.0616226348891,medium,Biryani,Bangalore
9102,premium,non_veg,836.7987799117882,high,Italian,Pune
9103,budget,non_veg,241.90184748300769,medium,Desserts,Mumbai
9104,premium,non_veg,790.9491086848834,medium,Desserts,Chennai
9105,regular,non_veg,528.8355372824208,medium,Beverages,Pune
9106,budget,non_veg,333.539939978843,medium,Biryani,Kolkata
9107,regular,non_veg,523.5034521413463,low,Desserts,Kolkata
9108,regular,non_veg,479.90162411521914,high,North Indian,Delhi
9109,budget,non_veg,229.69026922649806,low,Biryani,Chennai
9110,premium,veg,845.0329055559557,high,Italian,Delhi
9111,premium,veg,745.2077352589134,medium,Pizza,Pune
9112,regular,non_veg,282.2720831872274,high,Italian,Delhi
9113,budget,non_veg,195.48212177534614,low,Chinese,Delhi
9114,regular,non_veg,425.11548494039255,high,South Indian,Kolkata
9115,regular,veg,663.2595113961945,medium,Italian,Hyderabad
9116,regular,non_veg,370.1637694547768,high,Continental,Pune
9117,premium,veg,951.912363447816,medium,North Indian,Pune
9118,budget,veg,272.9892210448014,low,Italian,Bangalore
9119,budget,veg,241.15440601310846,low,Italian,Delhi
9120,regular,veg,608.094803314032,high,North Indian,Bangalore
9121,budget,non_veg,271.240919820593,medium,Desserts,Kolkata
9122,regular,non_veg,312.47119140744445,high,Fast Food,Delhi
9123,budget,non_veg,302.84570092996086,low,Chinese,Delhi
9124,regular,non_veg,542.376664113319,high,Biryani,Mumbai
9125,premium,non_veg,878.6837474342472,high,Continental,Hyderabad
9126,budget,veg,350.4693233306756,low,North Indian,Mumbai
9127,budget,non_veg,260.127293086357,low,Fast Food,Kolkata
9128,regular,non_veg,380.537432424107,high,Fast Food,Bangalore
9129,regular,veg,582.5652417063156,low,Continental,Kolkata
9130,premium,non_veg,521.6469382070786,high,Chinese,Pune
9131,budget,non_veg,194.09205189330916,medium,Beverages,Bangalore
9132,budget,non_veg,212.46139239746716,medium,Italian,Bangalore
9133,budget,non_veg,160.49027908302054,medium,Fast Food,Pune
9134,budget,non_veg,330.6925616739194,low,Desserts,Kolkata
9135,budget,non_veg,242.61481385362322,low,Biryani,Delhi
9136,budget,veg,274.89116726277484,medium,Fast Food,Mumbai
9137,premium,non_veg,675.0604676907249,low,Italian,Chennai
9138,regular,non_veg,422.26152941403814,medium,Pizza,Pune
9139,regular,non_veg,431.92726991627234,low,Italian,Kolkata
9140,premium,veg,642.9268138412692,high,Fast Food,Chennai
9141,premium,veg,795.115968423085,high,Chinese,Bangalore
9142,budget,non_veg,274.4990690856229,medium,Desserts,Hyderabad
9143,budget,non_veg,271.31519818303764,medium,North Indian,Hyderabad
9144,regular,non_veg,426.39274621616335,medium,South Indian,Delhi
9145,budget,non_veg,306.99781478923774,medium,Fast Food,Kolkata
9146,budget,non_veg,285.2179931380319,low,Fast Food,Pune
9147,budget,veg,277.47347553158755,low,South Indian,Chennai
9148,regular,non_veg,364.02090338997834,high,Biryani,Pune
9149,budget,non_veg,277.1275209733368,high,Biryani,Bangalore
9150,premium,veg,913.9762386537652,medium,South Indian,Mumbai
9151,regular,non_veg,468.4180527636454,medium,Italian,Delhi
9152,budget,non_veg,286.25057231104313,high,Pizza,Bangalore
9153,premium,veg,823.3133337801116,high,Italian,Delhi
9154,budget,non_veg,258.3545422960366,low,North Indian,Bangalore
9155,premium,non_veg,783.9929870041508,high,Continental,Pune
9156,premium,non_veg,683.530083092082,high,Biryani,Pune
9157,budget,non_veg,267.69407756221807,medium,Beverages,Kolkata
9158,budget,veg,256.8200003063938,medium,North Indian,Delhi
9159,budget,veg,212.48102661541185,low,Biryani,Hyderabad
9160,premium,non_veg,694.276417567975,low,Desserts,Delhi
9161,regular,veg,375.3831228101539,medium,Fast Food,Chennai
9162,premium,non_veg,922.7219128437813,high,Continental,Bangalore
9163,budget,non_veg,252.2522327508794,medium,Beverages,Pune
9164,regular,non_veg,561.1872738246038,high,Fast Food,Mumbai
9165,budget,non_veg,215.47601722004956,low,Continental,Pune
9166,regular,non_veg,447.68297130850215,medium,Continental,Chennai
9167,regular,non_veg,486.02227392885607,medium,Pizza,Delhi
9168,regular,non_veg,370.3025222968152,high,Biryani,Mumbai
9169,budget,non_veg,279.42511751391646,medium,Pizza,Kolkata
9170,budget,non_veg,201.22079065390406,low,Fast Food,Delhi
9171,budget,veg,274.7179740248707,medium,Beverages,Mumbai
9172,budget,veg,158.6509939785678,low,South Indian,Chennai
9173,regular,non_veg,398.2482518507463,medium,North Indian,Kolkata
9174,budget,veg,258.6542444798866,high,Chinese,Mumbai
9175,budget,non_veg,226.5161645572592,medium,Chinese,Chennai
9176,regular,veg,484.2955313946971,medium,Desserts,Pune
9177,budget,non_veg,256.558678643613,low,North Indian,Hyderabad
9178,regular,veg,496.57458099217524,high,Desserts,Kolkata
9179,budget,veg,260.69707975690375,low,South Indian,Bangalore
9180,budget,non_veg,176.81066598402737,medium,Beverages,Delhi
9181,budget,veg,270.0594045305696,low,South Indian,Delhi
9182,budget,non_veg,179.0731223938446,low,North Indian,Bangalore
9183,regular,non_veg,274.3898641930951,low,Fast Food,Hyderabad
9184,budget,non_veg,213.00863203314293,medium,Italian,Hyderabad
9185,budget,non_veg,178.44430946354075,medium,Fast Food,Kolkata
9186,regular,non_veg,442.25275338307523,medium,South Indian,Bangalore
9187,premium,non_veg,796.7294811332963,high,North Indian,Hyderabad
9188,premium,non_veg,1010.1545942076729,medium,Fast Food,Hyderabad
9189,regular,non_veg,439.9752410101365,medium,North Indian,Kolkata
9190,premium,non_veg,1223.5595411418335,low,South Indian,Kolkata
9191,budget,non_veg,184.54028817477888,low,Chinese,Kolkata
9192,budget,non_veg,221.3073418206176,low,Chinese,Pune
9193,regular,non_veg,507.8607628564871,medium,South Indian,Mumbai
9194,budget,non_veg,361.74646299601204,low,Fast Food,Pune
9195,budget,veg,341.12780164356684,medium,Italian,Hyderabad
9196,regular,non_veg,476.49594993492536,medium,Pizza,Delhi
9197,premium,non_veg,775.2517471963564,medium,Beverages,Pune
9198,budget,non_veg,209.31466944022128,low,South Indian,Hyderabad
9199,budget,veg,230.07279731370744,medium,North Indian,Hyderabad
9200,regular,non_veg,562.9223666184021,medium,Chinese,Delhi
9201,budget,non_veg,216.33187101143847,low,Fast Food,Mumbai
9202,budget,non_veg,251.10128765059255,low,Desserts,Bangalore
9203,budget,non_veg,231.99653740071224,low,Beverages,Kolkata
9204,budget,non_veg,344.7765453107628,medium,Desserts,Hyderabad
9205,budget,non_veg,303.95811874916905,low,South Indian,Hyderabad
9206,regular,veg,435.6032690876954,low,Biryani,Mumbai
9207,premium,non_veg,762.3037353256633,medium,Italian,Pune
9208,regular,veg,424.7351629124048,medium,Italian,Delhi
9209,premium,non_veg,894.5183836541155,medium,Continental,Bangalore
9210,premium,veg,1149.7932458920066,high,Chinese,Kolkata
9211,regular,veg,494.08930961880407,medium,Biryani,Bangalore
9212,regular,non_veg,475.154479521419,medium,Beverages,Bangalore
9213,budget,non_veg,212.0094757245945,low,Italian,Kolkata
9214,regular,non_veg,339.0928703861382,medium,Italian,Chennai
9215,regular,non_veg,458.66878471526013,low,Fast Food,Hyderabad
9216,budget,non_veg,156.71356583575556,medium,Biryani,Bangalore
9217,regular,non_veg,307.9039771463166,high,Desserts,Kolkata
9218,budget,non_veg,332.7463238065599,medium,Pizza,Pune
9219,regular,non_veg,371.0378655041269,medium,Fast Food,Kolkata
9220,budget,non_veg,329.7296912466161,medium,South Indian,Delhi
9221,budget,non_veg,250.0482010755652,low,South Indian,Bangalore
9222,budget,non_veg,270.0970792597351,medium,North Indian,Pune
9223,premium,non_veg,773.5023665428881,high,North Indian,Bangalore
9224,budget,non_veg,253.57877084951562,low,Chinese,Pune
9225,regular,non_veg,330.3603186703044,low,South Indian,Chennai
9226,regular,non_veg,373.5475253184527,high,Fast Food,Bangalore
9227,regular,veg,451.587846744424,medium,Desserts,Kolkata
9228,budget,veg,214.87526378931284,high,Continental,Bangalore
9229,regular,non_veg,372.912631124193,medium,Desserts,Hyderabad
9230,regular,non_veg,426.69423571608655,low,Italian,Bangalore
9231,regular,non_veg,616.6307413047005,low,Pizza,Kolkata
